region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets,carbon_offset_metric_tons,existing_installs_count,center_point
92305,California,34.2303338,34.1201925,-116.7001465,-116.9888524,34.158917331531534,-116.93474701501498,1437.35,0,2.8528528528528527,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,POINT(-116.934747015015 34.1589173315315)
92386,California,34.2486125,34.2359976,-116.8237454,-116.8315579,34.242018679251181,-116.82751282909508,1437.35,172,96.021840873634943,13.97238017871649,15,2111,263,175,414,14,2978,3.5,744.5,5203.04351196289,852055.09299926751,100656.56618041993,65009.474426269524,161470.64210815431,5336.5203857421875,1184394.8192260743,"[[0,124],[5,38],[10,8],[15,1],[20,1]]",322.90277132237327,0,POINT(-116.827512829095 34.2420186792512)
92391,California,34.246589,34.2319202,-117.2212891,-117.2465186,34.23968687610293,-117.23361433553914,1437.35,100,94.362745098039213,12.987012987012987,0,1850,724,238,2916,16,5728,4,1432,0,740434.72534790053,279624.5423339844,90332.465661621085,1123784.4676086425,6206.07744140625,2234176.2009521485,"[[0,56],[5,20],[10,11],[15,2],[20,2],[25,2],[35,1],[40,2],[95,1],[145,1],[195,1],[300,1]]",609.105743455837,0,POINT(-117.233614335539 34.2396868761029)
92321,California,34.2803399,34.2321225,-117.1377119,-117.2023965,34.252407420833329,-117.17321561021843,1437.35,399,89.335317460317455,22.154358689616881,53,5658,2541,2206,4139,18,14597,4.5,3649.25,19514.588452148437,2306457.4000610355,982870.37045288074,840972.66630859347,1622699.1574340824,7071.0804809570309,5772514.182708744,"[[0,220],[5,117],[10,31],[15,7],[20,4],[25,3],[30,4],[35,3],[45,4],[50,1],[60,1],[75,1],[105,1],[255,1],[510,1]]",1573.7664475029824,1,POINT(-117.173215610218 34.2524074208333)
92325,California,34.2664937,34.2272096,-117.2430622,-117.342378,34.242899257265684,-117.28297177122955,1437.35,746,71.642304385210664,17.906865098415746,234,10364,3750,4190,6394,18,24932,4.5,6233,74505.387738037112,4148314.5326843252,1424179.40927124,1590809.8799865721,2457652.1934692385,6891.9566772460939,9695461.4031494129,"[[0,397],[5,251],[10,40],[15,16],[20,17],[25,1],[30,4],[35,5],[40,1],[45,1],[50,1],[70,2],[85,1],[90,1],[100,1],[110,1],[115,2],[130,2],[230,1],[380,1]]",2643.2835617870687,0,POINT(-117.28297177123 34.2428992572657)
94516,California,37.8391584,37.8243099,-122.1571975,-122.1851202,37.831711601869152,-122.16550267009349,1232.5,37,76.6355140186916,45.1219512195122,31,380,120,207,122,18,860,4.5,215,9997.3503295898427,134181.88901367187,38882.164776611324,72474.470764160156,41912.14209594726,5972.56982421875,297448.01697998046,"[[0,21],[5,12],[10,3],[15,1]]",81.093557188928258,5,POINT(-122.165502670093 37.8317116018692)
86325,Arizona,34.803324,34.6764516,-111.8754198,-111.9740936,34.725359468836928,-111.92154542663518,1395.7,13,0.53270198283515835,72.222222222222229,67,178,89,103,11,19,448,4.75,112,24142.502685546871,78197.0409790039,33377.284521484376,42032.561633300778,4087.5441650390626,7589.9587890625,181836.933984375,"[[0,7],[5,3],[10,1],[15,1],[30,1]]",78.304979792675979,0,POINT(-111.921545426635 34.7253594688369)
90022,California,34.050783,34.0074872,-118.1267833,-118.1923331,34.0236896372671,-118.15510873647867,1405.05,10931,98.162395879697343,70.8058038606037,2465,103269,49725,51444,243487,20,450390,5,112597.5,866154.61824340839,42078024.250402808,18494343.363073725,18823352.502404787,92494374.293450877,7960.7837402343748,172756249.02757573,"[[0,5108],[5,4087],[10,916],[15,293],[20,155],[25,62],[30,40],[35,31],[40,26],[45,17],[50,23],[55,9],[60,12],[65,12],[70,12],[75,11],[80,11],[85,5],[90,7],[95,8],[100,2],[105,1],[110,5],[115,3],[125,6],[130,1],[135,1],[140,3],[145,1],[150,4],[155,1],[160,4],[165,2],[170,3],[175,4],[180,1],[185,1],[195,2],[200,1],[205,2],[210,2],[220,1],[235,1],[255,3],[260,1],[275,1],[285,1],[295,1],[300,1],[305,1],[390,2],[400,1],[415,1],[420,1],[445,1],[470,1],[475,1],[490,1],[515,1],[700,1],[785,1],[940,1],[950,1],[970,1],[1030,2],[1055,1],[1235,1],[1260,1],[1265,1],[1370,1],[2085,1],[2325,1],[2920,1]]",47098.712919660611,69,POINT(-118.155108736479 34.0236896372671)
90280,California,33.965617,33.9103142,-118.1569532,-118.2313271,33.945364598691434,-118.19932996775174,1405.05,15325,96.708658623136984,70.291716356297584,6832,173202,68977,81055,386137,20,716203,5,179050.75,2338409.4005981442,70138356.420837387,25230418.382086188,29786398.621972684,146699272.27067259,7826.0965087890627,274192855.09616667,"[[0,7366],[5,5296],[10,1225],[15,418],[20,228],[25,143],[30,97],[35,74],[40,42],[45,33],[50,30],[55,30],[60,21],[65,21],[70,15],[75,22],[80,13],[85,21],[90,16],[95,13],[100,13],[105,10],[110,11],[115,8],[120,5],[125,9],[130,4],[135,4],[140,4],[145,2],[150,8],[155,5],[160,6],[165,2],[170,1],[175,5],[180,2],[185,3],[190,2],[195,3],[200,1],[205,1],[210,1],[215,2],[220,5],[225,4],[230,1],[235,1],[240,1],[245,1],[250,5],[260,3],[265,2],[275,2],[280,1],[285,2],[290,2],[295,1],[305,3],[310,1],[315,3],[320,1],[325,1],[345,1],[350,2],[365,1],[370,2],[375,1],[385,2],[395,1],[435,1],[450,1],[460,1],[480,1],[485,1],[495,1],[500,1],[525,1],[540,2],[550,2],[565,1],[585,1],[605,1],[610,1],[650,1],[675,1],[685,1],[715,1],[730,1],[775,1],[825,1],[885,2],[910,1],[930,1],[935,1],[995,1],[1005,1],[1040,1],[1065,1],[1130,1],[1280,1],[1380,1],[1535,1],[2000,1],[2440,1],[2950,1]]",74753.4786121403,55,POINT(-118.199329967752 33.9453645986914)
94112,California,37.735586,37.7079414,-122.4192293,-122.467633,37.720106637553272,-122.44223351480179,1126.3018497204869,15015,99.278767347830836,82.63621353880022,17529,56325,31997,32339,290423,20,428613,5,107153.25,5168061.59874878,19564421.178442378,10140352.124798581,10193686.811145023,95808797.492602527,6720.0964721679684,140875319.20573738,"[[0,7075],[5,5964],[10,1383],[15,294],[20,87],[25,40],[30,25],[35,17],[40,8],[45,14],[50,12],[55,8],[60,10],[65,7],[70,5],[75,1],[80,3],[85,8],[90,5],[100,2],[110,5],[115,3],[120,2],[125,1],[135,3],[140,2],[150,3],[155,2],[160,1],[165,1],[170,1],[175,1],[180,1],[185,1],[205,1],[210,2],[220,1],[230,1],[245,1],[295,1],[300,1],[305,2],[310,1],[335,1],[340,1],[415,1],[455,1],[465,1],[665,1],[715,1],[745,1],[1045,1]]",38406.982404888156,102,POINT(-122.442233514802 37.7201066375533)
90270,California,33.9963084,33.9804549,-118.1708479,-118.2042775,33.988929981187923,-118.18820677828226,1405.05,3507,95.273997793306364,67.689635205558773,1340,28328,21615,25351,52203,21,128837,5.25,32209.25,467282.7691772462,11475833.59319458,7951760.3905029288,9292249.6809020974,19814242.31323852,7914.54755859375,49001368.747015372,"[[0,1629],[5,1211],[10,346],[15,124],[20,57],[25,25],[30,21],[35,14],[40,16],[45,9],[50,7],[55,4],[60,3],[65,3],[70,4],[80,4],[95,1],[100,1],[105,1],[110,2],[115,2],[130,3],[135,2],[145,2],[150,2],[165,1],[210,1],[225,1],[245,1],[260,1],[270,1],[275,2],[285,2],[295,1],[415,1],[475,1],[835,1]]",13359.293294899657,7,POINT(-118.188206778282 33.9889299811879)
90291,California,34.0137629,33.9792468,-118.4446282,-118.486528,33.993656057174114,-118.46308965666341,1405.05,6684,97.561738043138476,71.387375841076576,5247,56503,17497,42470,122319,21,244036,5.25,61009,1852300.3835937502,22156086.919628914,6464639.3289489774,16196991.538623048,45922453.802642815,8197.63076171875,92592471.973437548,"[[0,2979],[5,2328],[10,698],[15,208],[20,131],[25,72],[30,36],[35,50],[40,27],[45,25],[50,11],[55,6],[60,18],[65,12],[70,12],[75,7],[80,5],[85,5],[90,4],[95,5],[100,7],[105,3],[110,3],[115,4],[120,1],[130,4],[135,1],[140,4],[145,3],[155,1],[160,2],[165,1],[180,1],[190,1],[195,1],[220,1],[225,1],[255,1],[270,1],[290,2],[310,1],[370,1]]",25243.580365666232,259,POINT(-118.463089656663 33.9936560571741)
92352,California,34.2858149,34.2281254,-117.1681096,-117.2556932,34.258292047866661,-117.20137786806816,1437.35,1280,61.214081353402165,26.010973379394432,87,21269,7331,5300,5818,21,39805,5.25,9951.25,31960.548889160156,8608725.62427368,2842982.7994079585,2025379.2572875977,2273734.7066406254,8264.8919921875,15782782.936499033,"[[0,585],[5,458],[10,155],[15,44],[20,9],[25,11],[30,2],[35,1],[40,3],[50,2],[55,1],[60,1],[65,2],[120,1],[155,1],[160,1],[180,1],[235,1],[375,1]]",4302.8762593753208,7,POINT(-117.201377868068 34.2582920478667)
94116,California,37.7545154,37.7340484,-122.4589978,-122.5079578,37.7443636335264,-122.48705964258318,1126.25,10949,99.377398103236075,79.762511837983538,4690,17802,9277,13376,259768,21,304913,5.25,76228.25,1368554.5954833988,6117036.5961914072,2823005.8640808105,4240299.6475769058,85563798.70873408,6755.6850341796871,100112695.41206661,"[[0,5086],[5,4341],[10,1016],[15,258],[20,96],[25,39],[30,22],[35,15],[40,9],[45,10],[50,5],[55,5],[60,6],[65,9],[70,1],[75,3],[80,3],[90,2],[95,1],[100,2],[110,2],[120,1],[135,2],[145,1],[150,1],[155,1],[160,1],[195,1],[205,1],[210,1],[285,2],[290,1],[355,1],[375,1],[585,1],[655,1],[955,1]]",27293.826575695723,64,POINT(-122.487059642583 37.7443636335264)
94122,California,37.7695419,37.7485103,-122.4579363,-122.5096238,37.7587305019244,-122.48579082953719,1126.25,11407,99.116559375428025,78.815725834312161,5200,22996,8010,13065,277096,21,326367,5.25,81591.75,1520534.125140381,8025285.71589355,2425657.4372680662,4123469.7673034673,91350442.013018787,6868.919622802734,107445389.05862421,"[[0,5207],[5,4340],[10,1130],[15,378],[20,116],[25,62],[30,40],[35,29],[40,26],[45,10],[50,13],[55,8],[60,9],[65,2],[70,5],[75,5],[80,4],[85,4],[90,1],[95,1],[105,2],[110,1],[115,1],[120,1],[130,1],[140,1],[155,1],[160,1],[170,1],[175,2],[235,1],[240,1],[275,1],[290,1],[430,1]]",29292.946346650631,22,POINT(-122.485790829537 37.7587305019244)
86005,Arizona,35.0935934,35.0721838,-111.6459911,-111.6949282,35.084514887230206,-111.6608574838128,1388.05,55,54.136690647482013,18.272425249169434,0,683,310,486,112,22,1591,5.5,397.75,0,268771.61346435547,114903.58427124024,186118.8684387207,39975.256787109378,8258.1094238281239,609769.322961426,"[[0,25],[5,20],[10,7],[20,2],[45,1]]",262.58677742988704,0,POINT(-111.660857483813 35.0845148872302)
90032,California,34.1009536,34.061307,-118.1556505,-118.202621,34.081319560498827,-118.17604974611216,1405.05,8185,97.091568136704922,72.75555555555556,2294,84907,34057,48709,161709,22,331676,5.5,82919,800027.33228759759,33845733.453515626,12569349.846868902,18088158.112969965,60857635.909796119,8495.8089355468746,126160904.65543826,"[[0,3369],[5,3262],[10,860],[15,252],[20,106],[25,74],[30,30],[35,32],[40,21],[45,23],[50,11],[55,8],[60,9],[65,11],[70,8],[75,7],[80,5],[85,8],[90,6],[95,6],[100,6],[105,2],[110,4],[120,2],[125,2],[130,1],[135,2],[140,3],[145,1],[150,4],[155,2],[160,4],[165,2],[170,1],[175,2],[180,1],[185,2],[190,1],[200,1],[215,2],[225,2],[230,2],[235,1],[245,1],[260,3],[280,1],[290,3],[295,1],[305,2],[310,1],[320,2],[330,1],[340,1],[365,1],[385,1],[405,1],[415,1],[460,1],[490,1],[610,1],[710,1],[725,1],[1430,1],[1955,1]]",34395.376511692411,97,POINT(-118.176049746112 34.0813195604988)
90039,California,34.152987,34.0870757,-118.2269867,-118.2781632,34.11117994889436,-118.2604844105248,1405.05,7175,97.646388915251023,69.734668092137227,4697,66822,22718,45255,229280,22,368772,5.5,92193,1658192.0572998044,26469124.05341186,8353169.27789917,17270841.664367668,87435355.098681644,8552.2387878417958,141186682.1516602,"[[0,2962],[5,2673],[10,720],[15,264],[20,131],[25,79],[30,47],[35,37],[40,26],[45,24],[50,15],[55,14],[60,16],[65,12],[70,13],[75,12],[80,4],[85,6],[90,6],[95,14],[100,1],[105,8],[110,4],[115,7],[120,5],[125,4],[130,4],[135,1],[140,3],[145,6],[150,4],[155,1],[160,2],[165,4],[170,1],[175,1],[180,3],[195,1],[210,1],[215,2],[220,1],[230,1],[265,1],[280,2],[285,1],[315,1],[340,1],[355,1],[390,1],[405,1],[410,1],[420,1],[425,1],[430,1],[485,1],[490,1],[505,1],[540,2],[545,1],[570,1],[575,1],[580,1],[600,1],[670,1],[740,1],[780,1],[790,1],[820,1],[835,1],[920,1],[1090,1],[1340,1],[1635,1],[1750,1],[1925,1]]",38491.869603391176,143,POINT(-118.260484410525 34.1111799488944)
90042,California,34.1335719,34.091412,-118.1664145,-118.2151755,34.116656478909441,-118.1933633155747,1405.05,9565,97.039059218815623,68.996609680444351,2153,91985,44791,64809,128383,22,332121,5.5,83030.25,745967.76133422845,36474785.703442387,16487359.101049807,24125543.056707766,48304525.58716432,8569.13720703125,126138181.20969862,"[[0,4000],[5,3666],[10,1006],[15,349],[20,153],[25,78],[30,69],[35,46],[40,26],[45,23],[50,17],[55,19],[60,16],[65,11],[70,15],[75,10],[80,6],[85,4],[90,4],[95,5],[100,3],[105,2],[110,4],[115,3],[120,4],[125,1],[130,1],[135,2],[140,2],[145,2],[150,2],[155,1],[170,1],[205,2],[210,3],[235,1],[245,1],[275,2],[280,1],[310,1],[360,1],[420,1],[605,1]]",34389.181395431959,140,POINT(-118.193363315575 34.1166564789094)
90047,California,33.9895988,33.9166252,-118.3003712,-118.3181133,33.9577444863587,-118.3087786324171,1405.05,12905,98.727492524018572,83.166849262099632,3309,95394,35024,83265,220810,22,437802,5.5,109450.5,1174702.3992370602,38732332.78969726,12728986.276031492,30845384.410278317,83883696.388928249,8373.9856323242184,167365102.26417246,"[[0,5443],[5,5463],[10,1159],[15,291],[20,164],[25,85],[30,42],[35,27],[40,32],[45,16],[50,27],[55,8],[60,10],[65,11],[70,12],[75,16],[80,5],[85,10],[90,7],[95,4],[100,6],[105,5],[110,2],[115,2],[120,7],[125,2],[130,5],[135,4],[140,3],[150,1],[155,3],[160,2],[175,1],[180,2],[185,1],[190,2],[195,2],[205,1],[210,1],[220,1],[230,1],[235,2],[245,2],[250,1],[275,1],[295,1],[305,1],[330,1],[395,1],[420,1],[470,1],[490,1],[530,1],[535,1],[795,1],[840,1],[925,1],[1505,1]]",45628.9190618607,68,POINT(-118.308778632417 33.9577444863587)
90255,California,33.9955816,33.9595618,-118.1891973,-118.2369924,33.975452291685443,-118.21616645492902,1405.05,9887,95.223267523519283,68.788701036665969,4752,101564,38755,64722,274050,22,483843,5.5,120960.75,1651627.8090332039,41048946.046411142,14123046.17924195,23826787.343780514,103738548.36463012,8385.1109619140625,184388955.7430968,"[[0,4197],[5,3469],[10,998],[15,348],[20,183],[25,100],[30,90],[35,67],[40,57],[45,41],[50,34],[55,24],[60,24],[65,11],[70,34],[75,16],[80,9],[85,12],[90,11],[95,9],[100,18],[105,7],[110,4],[115,7],[120,15],[125,6],[130,3],[135,7],[140,5],[145,4],[150,6],[155,5],[160,5],[165,4],[170,2],[175,1],[180,1],[185,2],[190,1],[195,1],[200,1],[205,2],[215,1],[220,2],[225,1],[230,1],[240,1],[250,2],[270,2],[275,1],[280,1],[285,1],[290,1],[300,1],[305,1],[310,1],[355,1],[370,1],[375,1],[380,1],[400,2],[405,1],[425,1],[440,1],[445,1],[450,1],[480,1],[485,1],[500,1],[505,1],[510,1],[525,1],[545,1],[550,1],[630,1],[635,1],[685,1],[720,1],[795,1],[910,1],[920,1],[1000,1],[1095,1],[1270,1]]",50270.149652959262,21,POINT(-118.216166454929 33.9754522916854)
91104,California,34.181464,34.1562801,-118.0984828,-118.146072,34.168003954418687,-118.12363118563408,1405.05,7388,97.549302747751469,62.493655895787512,1710,99951,24908,44873,66182,22,237624,5.5,59406,584296.68306274409,39691311.202642828,9067619.1144592278,16327372.561328124,24894244.0726074,8583.2875488281243,90564843.634100422,"[[0,3067],[5,3013],[10,805],[15,221],[20,78],[25,46],[30,25],[35,21],[40,18],[45,6],[50,13],[55,5],[60,7],[65,5],[70,6],[75,4],[80,4],[85,1],[90,7],[95,5],[100,5],[105,2],[110,3],[115,2],[120,2],[130,1],[160,1],[165,1],[175,2],[180,3],[205,1],[210,1],[215,2],[255,2],[285,1],[320,1],[425,1]]",24690.785977042011,146,POINT(-118.123631185634 34.1680039544187)
94114,California,37.7701729,37.7469537,-122.4252464,-122.4523634,37.757612266546843,-122.43580996144009,1126.25,6231,98.165592464055521,78.674242424242422,3129,27766,17980,27396,132075,22,208346,5.5,52086.5,906437.53487548779,9664623.8714172374,5419354.3813354513,8432385.52065429,43408072.762738034,6953.62992553711,67830874.071020529,"[[0,2713],[5,2341],[10,667],[15,226],[20,101],[25,51],[30,27],[35,22],[40,15],[45,11],[50,7],[55,9],[60,2],[65,4],[70,3],[75,1],[80,3],[85,2],[90,2],[95,3],[100,1],[105,2],[110,1],[120,1],[125,2],[145,1],[150,1],[170,1],[180,1],[185,2],[190,1],[235,1],[285,1],[540,1],[665,1],[705,1],[810,1],[840,1]]",18492.800595888686,32,POINT(-122.43580996144 37.7576122665468)
94134,California,37.7348266,37.708292,-122.3919488,-122.4300245,37.720133923316766,-122.41023886190696,1126.25,7468,99.389968368730237,84.882927938167768,8255,18518,18145,18718,180131,22,243767,5.5,60941.75,2456122.4771484383,6641360.0693542454,5809370.8868225086,6027454.4722839324,61302346.2850403,7457.31323852539,82236654.190649465,"[[0,3071],[5,3177],[10,815],[15,117],[20,57],[25,41],[30,37],[35,30],[40,26],[45,10],[50,19],[55,14],[60,5],[65,2],[75,4],[80,2],[85,4],[90,1],[95,3],[100,2],[110,1],[115,1],[120,1],[125,2],[135,1],[140,1],[145,2],[150,2],[155,1],[160,1],[175,1],[180,1],[195,2],[200,1],[205,1],[210,1],[240,1],[245,1],[265,1],[270,1],[280,1],[285,1],[305,1],[315,1],[355,1],[510,1],[855,1]]",22420.26316848633,72,POINT(-122.410238861907 37.7201339233168)
90001,California,33.9891837,33.9571101,-118.2322295,-118.2650076,33.97266895050663,-118.24907858726267,1405.05,9817,97.905877054717408,75.260656240417049,4797,99758,42571,100191,248906,23,496223,5.75,124055.75,1671928.9925903312,40271069.041241452,15428725.006573481,37078362.6359131,94145541.403314173,8837.48839111328,188595627.0796327,"[[0,3893],[5,3664],[10,1112],[15,362],[20,195],[25,86],[30,56],[35,44],[40,32],[45,30],[50,31],[55,26],[60,20],[65,17],[70,18],[75,14],[80,6],[85,5],[90,7],[95,8],[100,7],[105,14],[110,8],[115,10],[120,18],[125,6],[130,3],[135,7],[140,1],[145,4],[150,2],[155,1],[160,9],[165,5],[170,1],[175,4],[180,1],[185,3],[190,3],[195,3],[200,3],[205,6],[210,4],[215,1],[220,3],[225,2],[230,3],[235,1],[240,1],[245,4],[250,2],[255,1],[260,1],[265,3],[275,2],[280,4],[290,4],[295,2],[305,1],[315,2],[345,1],[355,1],[365,2],[375,2],[380,1],[385,1],[390,3],[395,1],[400,1],[405,1],[410,2],[430,2],[445,1],[460,2],[465,1],[505,1],[510,1],[515,1],[535,2],[745,1],[910,1],[1030,1],[1600,1]]",51417.018763293112,17,POINT(-118.249078587263 33.9726689505066)
90031,California,34.1024245,34.0614761,-118.1909567,-118.242228,34.079505952835149,-118.21262166075864,1405.05,5800,97.9221429465515,74.140355362392938,3132,73306,20374,36506,155501,23,288819,5.75,72204.75,1086488.2802917478,29340409.543023672,7516339.7164123533,13721017.720703125,58778019.793988071,8760.0767578125,110442275.05441898,"[[0,2367],[5,2174],[10,557],[15,183],[20,112],[25,71],[30,55],[35,39],[40,30],[45,20],[50,20],[55,17],[60,11],[65,11],[70,13],[75,6],[80,8],[85,7],[90,5],[95,3],[100,6],[105,5],[110,3],[115,3],[120,4],[125,5],[130,3],[135,8],[140,3],[145,3],[150,1],[155,2],[160,1],[165,1],[170,2],[175,1],[180,3],[185,3],[200,2],[205,4],[210,2],[225,1],[240,1],[260,1],[265,1],[275,2],[280,3],[285,1],[290,2],[325,1],[360,1],[375,1],[400,1],[445,1],[465,1],[520,1],[535,1],[545,1],[555,1],[720,1],[960,1],[985,1],[2855,1]]",30109.990441804355,36,POINT(-118.212621660759 34.0795059528351)
90044,California,33.989743,33.9165583,-118.282776,-118.3087743,33.956161983072434,-118.29209746339654,1405.05,15339,97.746392698720243,80.011475666371084,3316,122671,55025,142810,241105,23,564927,5.75,141231.75,1152888.8984191893,49626116.566711418,19974816.387445066,52816746.501519777,91283345.320739761,8810.9837890625,214853913.67483512,"[[0,5981],[5,5922],[10,1814],[15,647],[20,303],[25,157],[30,103],[35,74],[40,60],[45,46],[50,28],[55,32],[60,24],[65,9],[70,12],[75,19],[80,11],[85,6],[90,11],[95,10],[100,2],[105,3],[110,5],[115,5],[120,3],[125,1],[130,3],[135,2],[140,3],[145,3],[150,3],[155,1],[160,3],[165,3],[170,1],[175,1],[190,1],[195,1],[200,1],[205,2],[210,2],[225,2],[230,2],[240,1],[245,1],[255,1],[265,1],[270,1],[285,2],[290,2],[305,1],[350,1],[375,1],[385,1],[450,1],[485,1],[725,1],[1165,1]]",58575.842302650053,50,POINT(-118.292097463397 33.9561619830724)
90201,California,33.9976469,33.9526978,-118.1298005,-118.206111,33.969398866659731,-118.17278383772468,1405.05,13197,96.167664670658681,71.45487032324435,5179,123786,84557,97108,276204,23,586834,5.75,146708.5,1797466.7562805172,50173184.829412863,31179621.216143791,35726114.030682378,104965138.83612666,8818.9079223632816,223841525.66864607,"[[0,5402],[5,4634],[10,1479],[15,629],[20,269],[25,132],[30,131],[35,80],[40,57],[45,49],[50,27],[55,32],[60,24],[65,22],[70,8],[75,16],[80,20],[85,14],[90,8],[95,11],[100,10],[105,12],[110,11],[115,7],[120,10],[125,5],[130,5],[135,4],[140,5],[145,6],[150,3],[155,3],[160,7],[165,3],[170,3],[175,3],[180,2],[185,5],[195,1],[200,2],[205,2],[220,2],[225,3],[230,2],[235,1],[240,1],[245,2],[250,1],[270,1],[275,1],[285,2],[290,1],[300,1],[310,1],[315,1],[320,2],[325,1],[350,1],[355,1],[390,2],[410,2],[415,1],[455,1],[480,1],[485,1],[525,1],[605,1],[615,1],[625,1],[675,1],[690,1],[740,1],[825,1],[880,1],[1180,1],[1705,1]]",61026.14415576699,47,POINT(-118.172783837725 33.9693988666597)
90222,California,33.9231213,33.9017201,-118.215701,-118.2542383,33.911823388396336,-118.23616992822194,1405.05,6702,98.352713178294579,82.536945812807886,2635,65626,28794,72562,111105,23,280722,5.75,70180.5,920567.43319702148,26423679.512817398,10352434.359240722,27054308.361322034,42033726.494281009,8972.101953125,106784716.16085806,"[[0,2510],[5,2721],[10,761],[15,235],[20,105],[25,75],[30,40],[35,35],[40,24],[45,21],[50,19],[55,15],[60,20],[65,10],[70,7],[75,9],[80,9],[85,12],[90,9],[95,4],[100,3],[105,5],[110,4],[115,3],[120,2],[125,5],[130,3],[135,2],[140,3],[145,2],[150,1],[155,1],[175,2],[180,2],[200,2],[205,3],[210,1],[225,1],[230,2],[240,1],[250,2],[265,1],[275,1],[295,1],[330,1],[410,1],[510,1],[540,1],[565,1],[625,1],[655,1],[900,1]]",29112.826418596887,28,POINT(-118.236169928222 33.9118233883963)
90262,California,33.9452378,33.9052174,-118.1746871,-118.2294539,33.923251148292721,-118.20053708621425,1405.05,10823,98.299801643525072,77.997982127414247,7434,122215,81215,68221,223609,23,502694,5.75,125673.5,2550703.1701782229,49246369.474017337,29961911.084057622,24879019.776043709,84616515.783111572,8964.7719482421871,191254519.28740835,"[[0,4214],[5,4116],[10,1281],[15,430],[20,193],[25,113],[30,68],[35,52],[40,51],[45,33],[50,28],[55,24],[60,11],[65,14],[70,14],[75,13],[80,15],[85,11],[90,10],[95,10],[100,5],[105,3],[110,4],[115,9],[120,2],[125,4],[130,6],[135,3],[140,3],[145,4],[150,4],[155,7],[160,4],[165,2],[170,1],[175,2],[180,3],[185,2],[190,2],[195,2],[200,1],[205,4],[210,4],[215,2],[225,3],[230,1],[250,1],[260,1],[265,2],[270,1],[280,2],[285,2],[300,1],[305,2],[330,1],[340,1],[345,1],[355,2],[365,1],[390,1],[410,2],[435,1],[440,1],[455,1],[565,1],[595,1],[740,1],[1010,1],[1075,1],[1080,1],[1335,1],[1550,1],[1695,1],[1745,1],[1810,1]]",52141.915266217075,45,POINT(-118.200537086214 33.9232511482927)
91184,California,34.1397037,34.1387617,-118.1603127,-118.1614445,34.139209806666663,-118.16101224666667,1405.05,8,100,53.333333333333336,0,78,28,113,87,23,306,5.75,76.5,0,30085.072863769528,9953.2650878906261,40557.846911621084,32117.610876464845,9062.0083374023434,112713.79573974611,"[[0,1],[5,6],[30,1]]",30.729277450242556,0,POINT(-118.161012246667 34.1392098066667)
91506,California,34.1893962,34.1524287,-118.3054862,-118.3381475,34.172363262143037,-118.32473107136383,1405.05,5713,98.718975180144113,77.2235739389024,2291,61956,19152,44073,121452,23,248924,5.75,62231,794437.56170654309,24957971.4060791,6998170.256011961,16688853.175708005,46671141.802935787,8914.8821777343746,96110574.2024414,"[[0,2217],[5,2273],[10,616],[15,211],[20,99],[25,51],[30,40],[35,29],[40,22],[45,14],[50,13],[55,10],[60,14],[65,6],[70,9],[75,8],[80,4],[85,8],[90,3],[95,6],[100,3],[105,3],[110,3],[115,1],[120,2],[125,6],[130,1],[135,2],[140,2],[145,2],[150,2],[155,2],[160,2],[165,1],[170,1],[190,1],[195,1],[200,1],[205,1],[210,2],[215,1],[240,1],[245,1],[250,2],[275,1],[300,1],[305,1],[315,1],[320,1],[325,2],[350,1],[360,1],[365,1],[440,1],[455,1],[565,1],[885,1],[890,1],[1745,1]]",26202.724175737159,47,POINT(-118.324731071364 34.172363262143)
91803,California,34.0914197,34.0603036,-118.1233935,-118.1628495,34.074391675597631,-118.14537210488501,1405.05,6658,98.348539092273938,78.18224518553312,2052,85163,22813,51670,160201,23,321899,5.75,80474.75,704292.68457031227,34376671.795495622,8309907.834576414,19152982.066821292,60657084.643267788,8913.5643249511722,123200939.0247314,"[[0,2631],[5,2689],[10,646],[15,190],[20,89],[25,65],[30,45],[35,35],[40,24],[45,18],[50,26],[55,15],[60,26],[65,15],[70,11],[75,14],[80,7],[85,6],[90,7],[95,5],[100,6],[105,2],[110,8],[115,2],[120,5],[125,5],[130,3],[135,2],[140,3],[145,6],[155,3],[160,1],[170,1],[175,2],[180,3],[185,3],[190,2],[205,2],[210,4],[215,1],[220,1],[225,2],[230,1],[235,1],[260,2],[265,1],[295,1],[315,1],[335,1],[340,1],[345,1],[350,1],[355,1],[360,1],[365,2],[400,1],[410,1],[440,1],[590,1],[630,1],[850,1],[910,1],[1065,1],[1090,1],[1130,1],[1135,1],[1650,1]]",33588.398053445919,64,POINT(-118.145372104885 34.0743916755976)
