region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets,carbon_offset_metric_tons,existing_installs_count,center_point
90717,California,33.8076199,33.7751558,-118.3078153,-118.3296888,33.794588065497592,-118.3177205264688,1405.05,5658,97.931654676258987,86.593204775022954,1412,73478,28730,52602,108852,31,265074,7.75,66268.5,488415.72556762706,29301132.509979241,10413616.753387453,19391190.928900152,40852605.665979013,11776.329461669922,100446961.58381343,"[[0,1452],[5,2097],[10,1126],[15,460],[20,195],[25,85],[30,50],[35,25],[40,21],[45,18],[50,17],[55,11],[60,11],[65,5],[70,10],[75,3],[80,3],[85,3],[90,2],[95,4],[100,6],[105,4],[110,5],[115,3],[120,3],[125,2],[130,1],[135,4],[140,2],[145,4],[150,2],[160,2],[165,2],[170,3],[175,3],[195,2],[200,1],[205,1],[210,1],[215,1],[220,1],[230,1],[240,1],[275,2],[285,1],[290,1],[310,1]]",27384.957904087467,60,POINT(-118.317720526469 33.7945880654976)
90809,California,33.8012154,33.7962486,-118.1483142,-118.1510568,33.798023964864853,-118.14884698378387,1405.05,34,100,91.891891891891888,0,625,184,458,13309,31,14576,7.75,3644,0,251916.97705688476,66850.087689208987,169087.31509399414,5016318.0827148445,11941.485852050781,5504172.4625549316,"[[0,5],[5,20],[10,2],[15,1],[20,1],[30,1],[85,1],[100,1],[250,1],[2945,1]]",1500.6081697964853,0,POINT(-118.148846983784 33.7980239648649)
91024,California,34.1757185,34.1570676,-118.0296327,-118.0679845,34.165314415441493,-118.05259795395823,1405.05,3003,97.3249238799478,67.106145251396654,1345,50474,18794,27570,26277,31,124460,7.75,31115,467971.26564941386,19996999.824511725,6875124.6446960457,10098282.408868406,9900301.9755371083,11663.064367675781,47338680.1192627,"[[0,889],[5,1024],[10,573],[15,260],[20,105],[25,50],[30,22],[35,16],[40,11],[45,15],[50,6],[60,8],[65,2],[70,4],[75,3],[80,4],[90,2],[95,1],[105,1],[115,1],[120,1],[135,1],[155,1],[160,1],[170,1],[250,1]]",12905.992793215291,138,POINT(-118.052597953958 34.1653144154415)
91040,California,34.3018102,34.2404412,-118.2653159,-118.3743404,34.260051124393151,-118.3257318015698,1405.05,5681,96.781002638522423,77.440021810250812,4146,82468,34255,51059,68816,31,240744,7.75,60186,1455448.9188476563,33426457.426147457,12773760.509136965,18983193.263183594,26390491.918682873,11993.754211425781,93029352.035998508,"[[0,1514],[5,2206],[10,1131],[15,444],[20,160],[25,63],[30,39],[35,26],[40,18],[45,12],[50,6],[55,3],[60,4],[65,8],[70,7],[75,5],[80,4],[85,1],[90,3],[95,2],[110,1],[115,2],[120,1],[125,1],[135,1],[140,2],[145,2],[150,2],[155,1],[175,1],[180,2],[195,1],[200,1],[220,1],[245,1],[250,1],[265,1],[360,1],[930,1],[1045,1]]",25362.68742409514,172,POINT(-118.32573180157 34.2600511243932)
91203,California,34.1589808,34.1469142,-118.2540328,-118.2744972,34.1519020315508,-118.26508036091408,1405.05,1669,97.374817695673315,83.32501248127808,1855,17174,7598,15224,96000,31,137851,7.75,34462.75,634889.41954956064,6987811.9772338886,2790988.0986328139,5652822.9574584961,36464008.490252689,11828.960253906249,52530520.943127483,"[[0,470],[5,516],[10,208],[15,90],[20,66],[25,54],[30,45],[35,27],[40,32],[45,22],[50,17],[55,18],[60,12],[65,5],[70,5],[75,5],[80,6],[85,3],[90,2],[95,3],[100,4],[105,5],[110,4],[115,3],[120,2],[125,5],[130,1],[135,3],[140,1],[145,2],[150,5],[155,1],[160,1],[165,1],[175,1],[180,2],[190,2],[195,2],[200,1],[210,2],[215,1],[240,1],[265,1],[275,1],[285,1],[290,1],[305,1],[315,1],[375,1],[455,1],[475,1],[510,1],[550,2],[560,1]]",14321.449668808533,5,POINT(-118.265080360914 34.1519020315508)
91331,California,34.2891588,34.2240671,-118.3879777,-118.4500658,34.255551313930823,-118.42279679908943,1405.05,18099,98.772702528826642,90.680895836464757,25491,196425,42321,184718,472904,31,921859,7.75,230464.75,9109594.81864624,79612086.351153567,15466803.731158445,73917016.417382821,183248844.86064449,12487.595703125,361354346.17898542,"[[0,4100],[5,7715],[10,3631],[15,1344],[20,458],[25,146],[30,98],[35,67],[40,52],[45,42],[50,41],[55,39],[60,18],[65,29],[70,29],[75,15],[80,18],[85,11],[90,16],[95,13],[100,19],[105,9],[110,15],[115,13],[120,10],[125,10],[130,3],[135,9],[140,9],[145,9],[150,2],[155,2],[160,3],[165,6],[170,2],[175,4],[180,4],[185,1],[190,2],[195,7],[200,4],[205,5],[210,1],[215,3],[220,1],[225,5],[230,1],[235,2],[240,4],[245,1],[255,1],[265,2],[270,1],[295,1],[305,1],[310,1],[315,1],[320,1],[330,1],[335,2],[340,1],[360,2],[380,1],[385,1],[390,1],[400,1],[415,1],[425,2],[430,1],[435,1],[445,1],[465,1],[470,1],[480,2],[520,1],[550,1],[560,2],[565,1],[575,1],[605,1],[645,1],[670,2],[710,1],[720,1],[740,1],[745,1],[760,1],[805,1],[865,1],[875,1],[915,1],[1040,1],[1605,1],[3180,1]]",98516.405101149445,207,POINT(-118.422796799089 34.2555513139308)
91406,California,34.2211722,34.1786395,-118.466471,-118.5183503,34.200357946845216,-118.49461598938318,1405.05,9395,98.976595176648573,84.472217227117426,10840,122777,43298,81347,593248,31,851510,7.75,212877.5,3806368.0063293455,49765589.508270264,15828184.953747557,29956394.420428481,229146708.18217158,12060.472985839844,328503245.07094735,"[[0,2301],[5,3552],[10,1561],[15,573],[20,246],[25,154],[30,103],[35,67],[40,66],[45,40],[50,47],[55,37],[60,38],[65,38],[70,42],[75,22],[80,25],[85,30],[90,27],[95,20],[100,30],[105,19],[110,14],[115,27],[120,18],[125,12],[130,16],[135,8],[140,6],[145,9],[150,16],[155,14],[160,7],[165,16],[170,10],[175,6],[180,5],[185,9],[190,5],[195,7],[200,9],[205,6],[210,3],[215,6],[220,6],[225,5],[230,4],[235,3],[240,3],[245,1],[250,2],[255,4],[260,2],[265,2],[270,3],[275,5],[280,1],[285,1],[290,1],[295,3],[300,2],[305,3],[310,2],[315,2],[325,2],[330,2],[335,2],[340,2],[350,2],[355,2],[360,1],[365,3],[370,1],[375,1],[385,2],[390,2],[405,3],[410,2],[415,3],[420,1],[450,1],[475,1],[490,1],[495,1],[500,2],[505,1],[515,1],[530,1],[535,1],[560,1],[570,2],[600,1],[605,1],[635,1],[640,2],[650,1],[675,1],[685,1],[705,1],[740,1],[780,1],[795,1],[860,1],[890,1],[935,1],[995,1],[1130,1],[1270,1],[1275,1],[1360,1],[1415,1],[1440,1],[1605,1],[1650,1],[1805,1],[2130,1],[2240,1],[2500,1],[2840,1]]",89560.175796036114,208,POINT(-118.494615989383 34.2003579468452)
91501,California,34.2198478,34.1773418,-118.2811431,-118.3141402,34.189051899883722,-118.30008290320944,1405.05,3451,98.093023255813947,81.816026552868664,5409,61113,34848,10721,65018,31,177109,7.75,44277.25,1876977.3626892087,24663322.839404289,13637899.347296145,3971332.2067504865,25006913.357794192,12301.3958984375,69156445.113934308,"[[0,927],[5,1202],[10,587],[15,241],[20,145],[25,73],[30,55],[35,35],[40,31],[45,33],[50,22],[55,21],[60,12],[65,10],[70,8],[75,4],[80,4],[85,3],[90,5],[95,6],[100,3],[105,2],[110,4],[115,3],[120,1],[125,2],[130,1],[135,1],[145,3],[165,1],[175,1],[200,1],[205,1],[220,1],[260,1],[310,1]]",18854.192385512732,53,POINT(-118.300082903209 34.1890518998837)
91602,California,34.1593417,34.1331839,-118.3443,-118.3897922,34.151123170921,-118.36709494151488,1405.05,3012,98.223468910705932,71.680152308424553,1668,40346,14704,25927,141040,31,223685,7.75,55921.25,573567.81870727544,16127186.750390619,5361985.5062744124,9559920.6471923832,53550127.868554682,11982.564758300781,85172788.591119349,"[[0,865],[5,930],[10,447],[15,216],[20,109],[25,79],[30,50],[35,39],[40,35],[45,25],[50,26],[55,13],[60,21],[65,15],[70,17],[75,7],[80,7],[85,7],[90,8],[95,10],[100,5],[105,10],[110,7],[115,2],[120,6],[125,4],[130,1],[135,3],[140,5],[145,3],[150,2],[155,1],[160,2],[165,1],[170,1],[175,5],[180,1],[195,2],[205,1],[210,2],[215,1],[220,1],[225,1],[230,1],[240,1],[245,2],[250,1],[265,1],[290,1],[315,1],[345,1],[365,2],[380,1],[395,1],[485,1],[490,1],[645,1],[655,1],[730,1],[1485,1]]",23220.744494051571,69,POINT(-118.367094941515 34.151123170921)
91706,California,34.1301362,34.0584067,-117.9244196,-118.0043131,34.08566144829021,-117.96902746780452,1405.05,15476,98.649264789695664,89.410133456583281,10578,199093,106908,108192,609496,31,1034267,7.75,258566.75,3706875.1111083971,80172193.36856693,40421076.207116723,39993638.396221921,232387091.93272704,12009.849011230468,396680875.01574063,"[[0,3584],[5,6464],[10,3050],[15,963],[20,293],[25,190],[30,111],[35,95],[40,55],[45,58],[50,46],[55,34],[60,43],[65,25],[70,25],[75,34],[80,27],[85,25],[90,22],[95,21],[100,12],[105,12],[110,19],[115,5],[120,10],[125,16],[130,12],[135,5],[140,9],[145,2],[150,10],[155,8],[160,8],[165,2],[170,5],[175,5],[180,3],[185,7],[190,3],[195,2],[200,4],[205,4],[210,7],[215,4],[220,1],[225,3],[230,6],[235,6],[240,6],[245,4],[250,6],[255,2],[260,4],[265,6],[270,1],[275,2],[280,1],[285,4],[290,4],[300,1],[305,1],[315,2],[320,1],[330,1],[340,2],[345,1],[350,1],[355,3],[360,1],[370,1],[375,1],[380,1],[385,3],[390,1],[400,4],[405,1],[415,1],[420,1],[430,1],[435,1],[445,1],[455,2],[470,1],[485,2],[495,1],[500,1],[520,1],[530,1],[550,1],[560,2],[570,1],[575,2],[585,1],[590,1],[600,1],[645,1],[665,2],[685,1],[690,1],[725,1],[730,1],[745,1],[770,1],[795,1],[800,1],[805,1],[815,1],[850,1],[860,2],[870,1],[935,1],[1105,1],[1130,1],[1140,1],[1150,1],[1175,2],[1275,1],[1310,1],[1330,1],[1975,1],[2070,1],[2560,1],[4205,1],[5370,1]]",108147.51280055811,66,POINT(-117.969027467805 34.0856614482902)
91754,California,34.0696468,34.0336547,-118.1210001,-118.1692026,34.05078211415006,-118.14009203715553,1405.05,8290,98.967901744246049,86.453227656689961,4853,114601,49585,62762,214817,31,446618,7.75,111654.5,1683662.2305175778,46181422.530773915,18407720.464984126,23260281.535913084,81098748.619500741,12101.466186523438,170631835.38168934,"[[0,1961],[5,3175],[10,1631],[15,668],[20,286],[25,132],[30,71],[35,48],[40,33],[45,28],[50,18],[55,15],[60,19],[65,15],[70,7],[75,13],[80,10],[85,10],[90,7],[95,7],[100,6],[105,9],[110,10],[115,4],[120,5],[125,6],[130,8],[135,7],[140,4],[145,6],[150,2],[155,5],[160,8],[165,7],[170,1],[175,2],[180,4],[195,4],[200,4],[205,4],[210,1],[215,2],[225,2],[235,2],[240,1],[245,1],[255,2],[260,2],[275,2],[295,1],[335,1],[345,1],[360,1],[370,1],[380,1],[395,1],[410,1],[425,1],[430,2],[580,1],[735,2],[820,1]]",46519.53185389073,119,POINT(-118.140092037156 34.0507821141501)
91766,California,34.0592301,34.0197654,-117.7070281,-117.7998415,34.043525440127638,-117.75383090507044,1407.026723939262,14225,99.420838011937832,84.556856684301252,4618,193677,86176,141447,453394,31,879312,7.75,219828,1610896.8831542972,77763564.224304169,31737373.473638911,52471447.478149414,172696126.04107675,11998.944482421875,336279408.10032356,"[[0,3499],[5,5490],[10,2987],[15,1104],[20,339],[25,145],[30,106],[35,68],[40,60],[45,27],[50,38],[55,32],[60,27],[65,23],[70,17],[75,13],[80,10],[85,14],[90,11],[95,7],[100,9],[105,11],[110,3],[115,7],[120,3],[125,7],[130,8],[135,3],[140,9],[145,4],[150,2],[155,5],[160,4],[165,3],[170,3],[175,9],[180,4],[185,3],[190,3],[195,4],[205,3],[210,2],[215,1],[220,3],[225,4],[230,6],[235,1],[240,1],[250,1],[255,3],[260,1],[265,1],[270,3],[285,1],[290,1],[295,1],[300,3],[305,2],[310,2],[315,2],[320,1],[325,4],[330,1],[335,2],[340,1],[355,2],[360,1],[380,2],[390,1],[415,1],[420,1],[435,1],[440,1],[445,2],[460,1],[465,3],[490,1],[505,2],[530,1],[540,1],[545,2],[555,1],[560,1],[625,1],[630,1],[700,1],[755,1],[770,1],[785,1],[880,1],[900,1],[950,1],[1010,1],[1070,1],[1125,1],[1140,1],[1155,1],[1165,1],[1205,1],[1225,1],[1255,1],[1285,1],[1365,1],[1450,1],[1585,1],[1930,1],[2060,1],[2250,1],[2445,1],[3635,1],[4140,1]]",91680.199078543272,172,POINT(-117.75383090507 34.0435254401276)
92107,California,32.7558198,32.7182364,-117.222828,-117.2570022,32.740884230787991,-117.24407536238198,1294.55,7764,99.416693180613009,82.824834649029228,11446,66965,76342,59443,140242,31,354438,7.75,88609.5,3772580.3455017088,25572865.608453352,27539327.891967762,20282739.938378908,50696003.03786619,10975.651147460938,127863516.82216807,"[[0,2180],[5,2713],[10,1312],[15,649],[20,346],[25,187],[30,117],[35,70],[40,35],[45,21],[50,22],[55,11],[60,11],[65,11],[70,7],[75,11],[80,9],[85,5],[90,6],[95,5],[100,2],[105,3],[110,1],[115,6],[120,4],[130,3],[140,3],[145,1],[155,2],[160,1],[165,1],[170,2],[195,1],[220,1],[240,1],[260,1],[265,1],[640,1],[1140,1]]",34859.561408653921,285,POINT(-117.244075362382 32.740884230788)
92116,California,32.7778151,32.7554639,-117.097864,-117.1623774,32.763082771141505,-117.1240183110303,1294.55,8336,99.5190252244549,89.52851466007948,36100,91298,37576,55665,181987,31,402626,7.75,100656.5,12118599.728869626,36893009.460174561,13517492.173748782,20477801.205151372,68899047.923742652,11550.439990234374,151905950.491687,"[[0,2057],[5,3261],[10,1416],[15,531],[20,260],[25,199],[30,199],[35,139],[40,78],[45,41],[50,19],[55,13],[60,15],[65,10],[70,8],[75,12],[80,8],[85,6],[90,5],[95,3],[100,4],[105,5],[110,3],[115,3],[120,2],[125,3],[130,2],[135,2],[140,4],[145,4],[150,1],[155,2],[160,1],[165,2],[170,1],[175,1],[185,1],[190,3],[215,2],[235,3],[250,1],[270,1],[300,1],[350,1],[360,1],[400,1],[525,1]]",41414.274697838089,311,POINT(-117.12401831103 32.7630827711415)
94703,California,37.8844043,37.8460892,-122.2662971,-122.2830002,37.863773961403176,-122.27588442737932,1229.95,4560,99.198749267148713,89.834515366430267,11148,45279,28514,48570,73290,31,206801,7.75,51700.25,3545578.7152648927,16837491.410046376,9336268.1958374,16964535.792926025,26006506.424981687,11053.17421875,72690380.539056435,"[[0,1026],[5,1852],[10,911],[15,363],[20,120],[25,75],[30,56],[35,43],[40,17],[45,20],[50,16],[55,10],[60,8],[65,3],[70,4],[75,3],[80,2],[85,3],[90,1],[95,8],[100,1],[105,1],[110,2],[115,1],[120,1],[140,1],[155,1],[160,1],[170,1],[180,1],[185,1],[195,1],[225,1],[240,1],[340,1],[430,1],[440,1],[490,1]]",19817.652816040358,193,POINT(-122.275884427379 37.8637739614032)
95006,California,37.2580447,37.1024544,-122.0593083,-122.2290933,37.147351325701763,-122.13017426345034,1213.8,430,45.087719298245617,27.885862516212711,961,5943,2632,3471,7624,31,20631,7.75,5157.75,304907.31586914061,2161767.1596435546,862214.93309326156,1181607.4705261232,2624669.09128418,10725.903466796875,7135165.9704162544,"[[0,133],[5,134],[10,62],[15,35],[20,18],[25,16],[30,7],[35,5],[40,5],[45,6],[50,3],[55,1],[60,1],[70,1],[105,2],[110,1]]",1945.2675985175222,9,POINT(-122.13017426345 37.1473513257018)
95722,California,39.0455665,38.9717478,-120.9915306,-121.0784414,39.002391387851659,-121.02936406943736,1203.6,210,19.906223358908782,44.967880085653107,108,3667,1726,1960,833,31,8294,7.75,2073.5,33162.795239257808,1260003.0648437503,556278.18473510747,635404.27000732441,265596.239453125,9938.4822265624989,2750444.5542785642,"[[0,65],[5,66],[10,37],[15,21],[20,14],[25,2],[30,1],[35,2],[40,1],[45,1]]",749.85651281842945,6,POINT(-121.029364069437 39.0023913878517)
95820,California,38.5506937,38.5237222,-121.4083178,-121.4835986,38.535000572733381,-121.44551224315715,1209.55,11506,98.557440765378573,87.2592143182163,38428,142463,84410,125254,178715,31,569270,7.75,142317.5,12023328.177484125,53613401.569207765,28404924.861236569,42557616.68803712,64405518.456988536,10893.1517578125,201004789.75295404,"[[0,2765],[5,4673],[10,2230],[15,922],[20,350],[25,144],[30,71],[35,47],[40,21],[45,30],[50,20],[55,20],[60,20],[65,12],[70,14],[75,16],[80,16],[85,5],[90,11],[95,7],[100,7],[105,3],[110,6],[115,4],[120,3],[125,5],[130,2],[135,4],[140,4],[145,2],[150,4],[155,3],[160,5],[165,2],[170,2],[175,8],[180,1],[185,2],[195,2],[205,3],[210,1],[215,1],[220,2],[235,1],[240,1],[250,3],[255,2],[265,1],[270,1],[275,3],[285,1],[295,1],[310,1],[315,4],[320,1],[325,2],[360,1],[415,1],[440,1],[450,1],[500,1],[560,1],[590,1],[615,1],[700,1],[1015,1],[1080,1],[1230,1],[1480,1],[1605,1]]",54800.141478760474,116,POINT(-121.445512243157 38.5350005727334)
97218,Oregon,45.6030606,45.5519164,-122.5648279,-122.6353005,45.562458837196864,-122.60297645616956,850,4685,98.127674750356633,85.135380701435579,26910,68316,40209,61589,242012,31,439036,7.75,109759,5998581.3718475346,18110019.709240727,9536116.1138244681,14951729.199200446,62192031.902511626,7479.3417480468752,110788478.29662478,"[[0,1241],[5,1659],[10,737],[15,370],[20,186],[25,62],[30,43],[35,37],[40,28],[45,20],[50,18],[55,15],[60,13],[65,8],[70,10],[75,13],[80,11],[85,10],[90,5],[95,3],[100,5],[105,3],[110,5],[115,6],[120,5],[125,5],[130,6],[135,3],[140,1],[145,5],[150,4],[155,3],[160,3],[165,4],[170,5],[175,3],[180,6],[185,1],[190,6],[195,2],[205,5],[210,5],[215,2],[220,3],[225,5],[230,2],[235,2],[240,2],[245,1],[250,5],[255,2],[260,1],[265,4],[270,2],[275,1],[285,2],[295,1],[300,2],[305,2],[315,3],[320,1],[325,4],[330,1],[335,1],[355,1],[360,2],[365,1],[370,2],[375,1],[380,2],[385,1],[390,1],[400,1],[405,2],[410,1],[425,1],[430,1],[440,3],[450,1],[465,2],[470,1],[475,2],[485,1],[490,2],[520,2],[525,1],[535,1],[560,2],[570,2],[580,1],[615,1],[625,1],[630,1],[635,1],[645,1],[660,1],[665,1],[690,1],[730,1],[765,1],[825,1],[945,1],[965,2],[1060,1],[1160,1],[1365,1],[2125,1]]",29459.580729325393,56,POINT(-122.60297645617 45.5624588371969)
90007,California,34.0398434,34.0133178,-118.2653616,-118.3027461,34.029578073239165,-118.28977329498844,1405.05,4007,98.3939628482972,78.800393313667655,3405,50306,22581,31483,271497,32,379272,8,94818,1177365.8478820801,20158804.521807868,8327991.8155456549,11483147.718890376,102645109.49021608,12354.818481445312,143792419.39434204,"[[0,1107],[5,1218],[10,515],[15,237],[20,167],[25,123],[30,89],[35,72],[40,45],[45,55],[50,38],[55,30],[60,11],[65,24],[70,28],[75,21],[80,19],[85,11],[90,21],[95,9],[100,16],[105,9],[110,10],[115,10],[120,5],[125,3],[130,8],[135,7],[140,9],[145,7],[150,3],[155,3],[160,2],[165,1],[170,6],[175,5],[180,2],[185,1],[190,1],[195,2],[200,3],[205,1],[210,1],[215,2],[220,2],[235,3],[240,1],[245,1],[260,3],[265,2],[270,1],[280,1],[290,2],[295,2],[320,1],[340,1],[345,1],[360,1],[365,1],[380,3],[390,1],[415,1],[420,1],[425,1],[430,1],[440,1],[470,3],[475,1],[510,1],[540,1],[575,1],[590,1],[600,1],[615,1],[715,1],[770,2],[900,1],[1020,1],[1205,1],[1570,1],[1615,1]]",39202.274413798623,21,POINT(-118.289773294988 34.0295780732392)
90241,California,33.9589942,33.9175729,-118.0912126,-118.1619811,33.941155300603995,-118.13102643808045,1405.05,9003,98.688184220460556,86.095438462274075,5423,123913,113260,51077,274450,32,568123,8,142030.75,1863836.0543151856,49870392.900927722,42888503.792382807,18515180.851184081,103884648.38379519,12241.988452148436,217022561.98260495,"[[0,2314],[5,3331],[10,1610],[15,669],[20,258],[25,150],[30,88],[35,105],[40,55],[45,34],[50,28],[55,27],[60,19],[65,31],[70,29],[75,23],[80,18],[85,15],[90,19],[95,14],[100,9],[105,6],[110,10],[115,8],[120,12],[125,3],[130,6],[135,7],[140,3],[145,6],[150,7],[160,7],[165,5],[170,2],[175,3],[180,3],[185,1],[190,1],[195,1],[200,1],[205,2],[210,1],[215,2],[220,1],[225,4],[230,3],[235,1],[240,2],[245,1],[250,1],[260,4],[265,2],[275,3],[280,1],[290,1],[305,1],[315,4],[325,1],[350,3],[375,1],[390,1],[395,1],[410,2],[435,1],[440,1],[460,1],[490,2],[505,2],[535,1],[560,1],[590,1],[670,1],[690,1],[720,1],[895,1],[940,1],[1010,1],[1055,1],[1105,1],[1150,1],[1175,1],[1245,1],[1260,1]]",59167.0831095458,142,POINT(-118.13102643808 33.941155300604)
90249,California,33.9162773,33.8832265,-118.2998232,-118.3346052,33.899718449311493,-118.31924196535168,1405.05,7130,99.1936484307158,89.1695847923962,3105,88373,39166,82618,307876,32,521138,8,130284.5,1090462.0099548341,35797353.045330815,14242041.971160892,30624098.148809813,116970483.85590208,12245.635607910155,198724439.03115854,"[[0,1546],[5,3101],[10,1286],[15,292],[20,164],[25,89],[30,74],[35,60],[40,25],[45,38],[50,31],[55,33],[60,29],[65,25],[70,14],[75,16],[80,17],[85,24],[90,20],[95,16],[100,12],[105,9],[110,14],[115,12],[120,14],[125,5],[130,9],[135,6],[140,13],[145,2],[150,11],[155,4],[160,6],[165,7],[170,6],[175,5],[180,3],[185,5],[190,3],[195,1],[205,2],[210,3],[215,2],[220,7],[225,3],[230,2],[235,2],[250,5],[255,2],[260,2],[265,3],[270,1],[275,1],[280,1],[285,2],[290,2],[295,1],[305,2],[310,1],[315,1],[320,2],[330,1],[340,1],[345,1],[350,1],[365,1],[370,1],[375,1],[380,2],[385,3],[400,1],[415,2],[425,1],[430,2],[440,1],[450,1],[470,2],[475,1],[505,1],[535,1],[540,1],[615,1],[665,1],[690,1],[745,1],[820,1],[925,1],[940,1],[1205,1],[1260,1],[1670,1]]",54178.447128445812,73,POINT(-118.319241965352 33.8997184493115)
90250,California,33.9307701,33.894808,-118.3135693,-118.3784716,33.913854282508566,-118.35065287226334,1405.05,16450,98.8271208226221,89.145396412507452,8713,218776,98945,190888,581094,32,1098416,8,274604,3032314.256439209,88558077.265405267,35912416.647497535,70681039.279431149,220402503.04209587,12324.981323242188,418586350.4908691,"[[0,3845],[5,6436],[10,2841],[15,1179],[20,559],[25,290],[30,247],[35,127],[40,115],[45,86],[50,69],[55,63],[60,42],[65,39],[70,41],[75,26],[80,31],[85,22],[90,25],[95,20],[100,19],[105,24],[110,20],[115,18],[120,10],[125,12],[130,12],[135,9],[140,7],[145,8],[150,7],[155,7],[160,5],[165,6],[170,4],[175,3],[180,6],[185,8],[190,2],[195,7],[200,8],[205,4],[210,7],[215,8],[220,5],[225,4],[230,2],[235,4],[240,2],[245,3],[250,2],[255,3],[260,5],[265,2],[270,4],[275,2],[280,2],[285,2],[290,6],[295,4],[300,2],[305,3],[310,2],[315,1],[320,3],[325,2],[330,1],[335,2],[340,1],[345,2],[350,2],[355,2],[360,1],[365,1],[370,2],[395,1],[410,1],[415,1],[420,1],[425,1],[435,2],[450,2],[465,2],[470,1],[475,1],[490,1],[495,1],[505,1],[510,1],[520,2],[535,1],[555,2],[565,1],[585,2],[620,1],[625,1],[670,1],[690,2],[700,1],[760,1],[790,1],[820,1],[840,1],[855,1],[1055,1],[1090,1],[1205,1],[1225,1],[1275,1],[1385,1],[1570,1],[1725,1],[2010,1],[2780,1],[2930,1]]",114119.62499087924,216,POINT(-118.350652872263 33.9138542825086)
90504,California,33.8867781,33.8477264,-118.3094022,-118.3524498,33.870041230313539,-118.32973757379094,1405.05,9034,99.367026011274845,89.917388275107,5688,127484,48799,100326,210830,32,493127,8,123281.75,1981644.9533203128,51437573.28912963,17746563.149914548,37169434.613507114,79840530.8473633,12586.891204833984,188175746.85323486,"[[0,1680],[5,4065],[10,1909],[15,627],[20,259],[25,94],[30,76],[35,38],[40,25],[45,21],[50,23],[55,20],[60,18],[65,16],[70,14],[75,17],[80,12],[85,10],[90,11],[95,5],[100,7],[105,6],[110,6],[115,7],[125,4],[130,3],[135,2],[140,1],[145,2],[155,3],[160,2],[165,4],[170,1],[175,4],[195,2],[205,1],[210,1],[215,2],[220,2],[225,1],[230,2],[245,2],[250,1],[255,1],[265,1],[270,1],[285,1],[290,1],[320,2],[340,1],[345,1],[350,1],[355,1],[365,1],[380,1],[450,1],[490,1],[520,1],[555,1],[595,1],[660,1],[665,1],[730,1],[1025,1],[1065,1],[1370,1],[1395,1],[1445,1],[2290,1],[2590,1]]",51302.546387589842,122,POINT(-118.329737573791 33.8700412303135)
90701,California,33.8802267,33.8535553,-118.0690802,-118.090824,33.86728664062894,-118.07962247394123,1405.05,4128,98.616352201257868,87.755102040816325,689,61585,16923,48165,68003,32,195365,8,48841.25,238119.24684448249,24729021.132373039,6089289.1945312517,17838299.007702645,25501205.126928713,12114.086279296875,74395933.7083801,"[[0,988],[5,1625],[10,904],[15,276],[20,106],[25,50],[30,26],[35,16],[40,16],[45,13],[50,14],[55,5],[60,6],[65,7],[70,5],[75,9],[80,5],[85,8],[90,5],[95,2],[100,2],[105,3],[110,3],[115,2],[120,1],[125,3],[130,4],[135,3],[145,2],[150,1],[155,1],[165,1],[170,1],[175,1],[180,1],[185,3],[195,1],[210,2],[220,1],[225,1],[245,1],[260,1],[300,1],[350,1],[470,1]]",20282.639521548033,26,POINT(-118.079622473941 33.8672866406289)
91042,California,34.3240948,34.2335854,-118.153227,-118.3109777,34.2553590268173,-118.28655038559307,1405.05,6306,96.030607364897179,78.5109561752988,4832,82743,41644,61394,88266,32,278879,8,69719.75,1684639.4136352537,33722199.241406247,15602184.395239254,22917490.173681632,34095268.116107188,12524.063940429687,108021781.34006949,"[[0,1610],[5,2309],[10,1337],[15,528],[20,209],[25,103],[30,41],[35,30],[40,23],[45,24],[50,9],[55,7],[60,10],[65,4],[70,6],[75,7],[80,7],[85,1],[90,1],[95,7],[100,2],[105,4],[110,1],[120,1],[125,3],[130,5],[140,1],[150,1],[155,1],[170,1],[185,2],[190,1],[210,1],[215,1],[220,1],[225,1],[245,1],[255,1],[290,1],[305,1],[510,1],[690,1]]",29450.088764049196,126,POINT(-118.286550385593 34.2553590268173)
